size_m2,rooms,area,pets_allowed,floor,housing_type,rent_kr,listed_date,kilde,befolkningstal,andel_studerende_pct,afstand_til_centrum_km,price_per_m2,listed_month,is_almen
60.0,3,Aarhus C,1,3,privat,10825.0,2025-06-19,boligportal,8200,18,0.5,180.4,6,0
81.0,3,Trøjborg,0,4+,privat,11225.0,2026-01-30,boligportal,7300,45,2.1,138.6,1,0
96.0,4,Aarhus C,0,3,privat,18925.0,2025-04-05,boligportal,8200,18,0.5,197.1,4,0
63.0,3,Aarhus C,0,2,privat,12200.0,2025-11-06,boligportal,8200,18,0.5,193.7,11,0
39.0,2,Åbyhøj,1,4+,almen,3700.0,2025-07-25,boligportal,11200,15,3.5,94.9,7,1
74.0,3,Vejlby,0,3,privat,8675.0,2024-11-29,boligportal,9800,20,5.2,117.2,11,0
54.0,2,Centrum,0,stuen,privat,9300.0,2025-05-24,boligportal,6100,22,0.2,172.2,5,0
101.0,3,Trøjborg,0,2,almen,9500.0,2024-08-15,boligportal,7300,45,2.1,94.1,8,1
112.0,4,Aarhus C,0,3,almen,12725.0,2024-07-27,boligportal,8200,18,0.5,113.6,7,1
118.0,4,Aarhus C,0,stuen,privat,20825.0,2025-01-24,boligportal,8200,18,0.5,176.5,1,0
103.0,4,Risskov,1,stuen,privat,15725.0,2024-07-12,boligportal,9400,12,4.8,152.7,7,0
127.0,5,Vejlby,0,stuen,privat,15325.0,2025-11-03,boligportal,9800,20,5.2,120.7,11,0
57.0,2,Brabrand,0,stuen,privat,5225.0,2024-07-27,boligportal,13100,24,5.5,91.7,7,0
80.0,4,Viby,1,1,almen,7000.0,2026-06-28,boligportal,15600,28,6.0,87.5,6,1
71.0,2,Brabrand,0,1,privat,7700.0,2026-04-22,aarhusbolig,13100,24,5.5,108.5,4,0
83.0,3,Centrum,0,1,almen,10275.0,2025-10-30,aarhusbolig,6100,22,0.2,123.8,10,1
79.0,3,Åbyhøj,0,1,privat,10525.0,2025-05-31,aarhusbolig,11200,15,3.5,133.2,5,0
79.0,3,Aarhus C,0,2,privat,14675.0,2024-08-05,aarhusbolig,8200,18,0.5,185.8,8,0
81.0,3,Viby,0,stuen,almen,5075.0,2026-03-08,aarhusbolig,15600,28,6.0,62.7,3,1
67.0,2,Hasle,0,1,almen,5300.0,2026-06-02,aarhusbolig,10300,19,3.9,79.1,6,1
69.0,3,Hasle,1,2,privat,8400.0,2024-07-12,aarhusbolig,10300,19,3.9,121.7,7,0
62.0,4,Centrum,1,3,privat,10950.0,2024-08-27,aarhusbolig,6100,22,0.2,176.6,8,0
67.0,2,Hasle,0,1,privat,7950.0,2025-09-27,aarhusbolig,10300,19,3.9,118.7,9,0
63.0,2,Brabrand,1,3,privat,6475.0,2024-10-21,aarhusbolig,13100,24,5.5,102.8,10,0
40.0,1,Brabrand,1,3,privat,4800.0,2025-04-06,aarhusbolig,13100,24,5.5,120.0,4,0
16.0,1,Hasle,0,stuen,almen,2200.0,2025-04-21,aarhusbolig,10300,19,3.9,137.5,4,1
49.0,2,Aarhus C,1,1,privat,9225.0,2024-08-19,aarhusbolig,8200,18,0.5,188.3,8,0
65.0,2,Centrum,1,4+,privat,11875.0,2024-06-04,aarhusbolig,6100,22,0.2,182.7,6,0
35.0,1,Centrum,0,stuen,almen,4100.0,2024-10-24,aarhusbolig,6100,22,0.2,117.1,10,1
36.0,2,Aarhus C,1,1,privat,5850.0,2026-07-13,aarhusbolig,8200,18,0.5,162.5,7,0
27.0,1,Vejlby,0,3,almen,2200.0,2024-12-03,aarhusbolig,9800,20,5.2,81.5,12,1
75.0,3,Hasle,1,3,almen,6125.0,2024-12-24,aarhusbolig,10300,19,3.9,81.7,12,1
90.0,3,Trøjborg,1,1,almen,8375.0,2026-02-10,aarhusbolig,7300,45,2.1,93.1,2,1
78.0,2,Centrum,0,stuen,privat,13025.0,2024-08-02,aarhusbolig,6100,22,0.2,167.0,8,0
89.0,3,Hasle,0,1,almen,6850.0,2025-09-16,aarhusbolig,10300,19,3.9,77.0,9,1
91.0,4,Trøjborg,0,stuen,almen,9700.0,2024-12-05,aarhusbolig,7300,45,2.1,106.6,12,1
56.0,2,Skejby,0,1,privat,7000.0,2024-11-15,aarhusbolig,6700,8,7.8,125.0,11,0
91.0,4,Hasle,1,2,almen,7525.0,2025-10-23,aarhusbolig,10300,19,3.9,82.7,10,1
87.0,2,Centrum,0,4+,privat,14900.0,2024-06-25,aarhusbolig,6100,22,0.2,171.3,6,0
54.0,2,Centrum,0,2,privat,10000.0,2024-10-23,aarhusbolig,6100,22,0.2,185.2,10,0
72.0,3,Brabrand,0,1,privat,7250.0,2026-02-06,aarhusbolig,13100,24,5.5,100.7,2,0
72.0,3,Trøjborg,1,2,privat,9725.0,2025-12-27,aarhusbolig,7300,45,2.1,135.1,12,0
20.0,1,Centrum,0,1,privat,3350.0,2025-02-10,aarhusbolig,6100,22,0.2,167.5,2,0
98.0,4,Hasle,0,3,privat,11375.0,2024-12-13,aarhusbolig,10300,19,3.9,116.1,12,0
54.0,2,Risskov,1,1,privat,8425.0,2024-10-18,aarhusbolig,9400,12,4.8,156.0,10,0
44.0,1,Aarhus C,0,1,almen,4725.0,2025-06-07,aarhusbolig,8200,18,0.5,107.4,6,1
70.0,3,Hasle,0,stuen,privat,8775.0,2026-06-20,aarhusbolig,10300,19,3.9,125.4,6,0
69.0,3,Aarhus C,0,3,almen,8200.0,2025-12-31,aarhusbolig,8200,18,0.5,118.8,12,1
56.0,1,Åbyhøj,0,4+,almen,3600.0,2024-06-13,aarhusbolig,11200,15,3.5,64.3,6,1
49.0,2,Aarhus C,1,stuen,almen,5975.0,2025-12-29,aarhusbolig,8200,18,0.5,121.9,12,1
41.0,1,Trøjborg,0,2,privat,6700.0,2026-07-23,aarhusbolig,7300,45,2.1,163.4,7,0
69.0,3,Åbyhøj,1,1,almen,5200.0,2025-09-07,aarhusbolig,11200,15,3.5,75.4,9,1
49.0,2,Vejlby,1,2,almen,4050.0,2024-09-13,aarhusbolig,9800,20,5.2,82.7,9,1
67.0,3,Hasle,0,3,privat,8050.0,2025-05-19,aarhusbolig,10300,19,3.9,120.1,5,0
72.0,3,Aarhus C,1,3,privat,13025.0,2025-03-21,aarhusbolig,8200,18,0.5,180.9,3,0
67.0,2,Centrum,1,2,almen,7400.0,2026-04-10,aarhusbolig,6100,22,0.2,110.4,4,1
61.0,3,Skejby,0,2,almen,5350.0,2025-02-05,aarhusbolig,6700,8,7.8,87.7,2,1
19.0,1,Risskov,0,3,almen,2200.0,2026-03-03,aarhusbolig,9400,12,4.8,115.8,3,1
76.0,3,Vejlby,1,1,almen,6350.0,2025-01-05,aarhusbolig,9800,20,5.2,83.6,1,1
88.0,3,Risskov,0,2,almen,7750.0,2024-08-08,aarhusbolig,9400,12,4.8,88.1,8,1
56.0,2,Risskov,0,2,privat,8325.0,2024-08-14,aarhusbolig,9400,12,4.8,148.7,8,0
76.0,3,Hasle,0,stuen,almen,7225.0,2024-11-18,aarhusbolig,10300,19,3.9,95.1,11,1
56.0,2,Viby,1,4+,privat,6825.0,2025-06-02,aarhusbolig,15600,28,6.0,121.9,6,0
75.0,3,Trøjborg,0,3,almen,6875.0,2025-09-04,aarhusbolig,7300,45,2.1,91.7,9,1
82.0,3,Aarhus C,0,stuen,privat,15250.0,2026-02-08,aarhusbolig,8200,18,0.5,186.0,2,0
67.0,3,Centrum,0,1,almen,7025.0,2025-11-05,aarhusbolig,6100,22,0.2,104.9,11,1
70.0,2,Åbyhøj,0,2,privat,9050.0,2024-12-31,aarhusbolig,11200,15,3.5,129.3,12,0
103.0,4,Viby,1,1,privat,11800.0,2025-05-02,aarhusbolig,15600,28,6.0,114.6,5,0
100.0,3,Åbyhøj,1,2,almen,7600.0,2026-05-29,aarhusbolig,11200,15,3.5,76.0,5,1
100.0,4,Aarhus C,0,2,almen,11550.0,2025-08-21,aarhusbolig,8200,18,0.5,115.5,8,1
84.0,3,Aarhus C,1,2,almen,11625.0,2026-05-31,aarhusbolig,8200,18,0.5,138.4,5,1
49.0,2,Trøjborg,1,stuen,almen,4075.0,2026-02-06,aarhusbolig,7300,45,2.1,83.2,2,1
77.0,2,Viby,1,4+,privat,8300.0,2026-06-22,aarhusbolig,15600,28,6.0,107.8,6,0
45.0,1,Hasle,0,stuen,privat,4900.0,2026-03-22,aarhusbolig,10300,19,3.9,108.9,3,0
54.0,2,Hasle,0,3,privat,6125.0,2026-03-26,aarhusbolig,10300,19,3.9,113.4,3,0
62.0,2,Åbyhøj,0,2,privat,7725.0,2026-01-01,aarhusbolig,11200,15,3.5,124.6,1,0
67.0,4,Brabrand,1,2,almen,4325.0,2025-09-29,aarhusbolig,13100,24,5.5,64.6,9,1
42.0,2,Aarhus C,0,2,almen,4825.0,2025-06-04,aarhusbolig,8200,18,0.5,114.9,6,1
55.0,2,Brabrand,1,3,almen,4050.0,2024-11-18,aarhusbolig,13100,24,5.5,73.6,11,1
79.0,2,Trøjborg,0,2,privat,11625.0,2025-06-29,aarhusbolig,7300,45,2.1,147.2,6,0
64.0,3,Aarhus C,1,3,privat,10800.0,2026-03-19,aarhusbolig,8200,18,0.5,168.8,3,0
43.0,2,Viby,1,4+,privat,5025.0,2024-09-25,aarhusbolig,15600,28,6.0,116.9,9,0
76.0,3,Aarhus C,0,stuen,almen,8500.0,2025-01-27,aarhusbolig,8200,18,0.5,111.8,1,1
41.0,1,Viby,0,1,almen,3400.0,2024-12-16,aarhusbolig,15600,28,6.0,82.9,12,1
93.0,4,Trøjborg,1,1,privat,13000.0,2024-12-23,aarhusbolig,7300,45,2.1,139.8,12,0
48.0,2,Centrum,0,1,privat,8050.0,2025-02-10,aarhusbolig,6100,22,0.2,167.7,2,0
72.0,2,Hasle,1,3,privat,8125.0,2025-07-20,aarhusbolig,10300,19,3.9,112.8,7,0
43.0,2,Trøjborg,0,stuen,privat,6500.0,2025-10-21,aarhusbolig,7300,45,2.1,151.2,10,0
38.0,1,Aarhus C,0,stuen,almen,4025.0,2026-07-08,aarhusbolig,8200,18,0.5,105.9,7,1
83.0,4,Trøjborg,1,2,privat,12350.0,2024-10-25,aarhusbolig,7300,45,2.1,148.8,10,0
34.0,1,Risskov,1,2,privat,5200.0,2026-05-07,aarhusbolig,9400,12,4.8,152.9,5,0
48.0,2,Brabrand,1,2,privat,5375.0,2024-08-19,aarhusbolig,13100,24,5.5,112.0,8,0
58.0,1,Åbyhøj,0,2,privat,7500.0,2025-09-17,aarhusbolig,11200,15,3.5,129.3,9,0
91.0,3,Vejlby,0,3,privat,11025.0,2024-12-28,aarhusbolig,9800,20,5.2,121.2,12,0
91.0,4,Aarhus C,1,1,privat,16400.0,2026-05-29,aarhusbolig,8200,18,0.5,180.2,5,0
69.0,2,Åbyhøj,0,1,privat,8575.0,2024-07-29,aarhusbolig,11200,15,3.5,124.3,7,0
44.0,2,Vejlby,0,3,privat,5925.0,2025-06-03,aarhusbolig,9800,20,5.2,134.7,6,0
91.0,2,Vejlby,0,2,privat,11200.0,2025-10-24,aarhusbolig,9800,20,5.2,123.1,10,0
55.0,2,Viby,0,4+,almen,4125.0,2025-01-04,aarhusbolig,15600,28,6.0,75.0,1,1
48.0,2,Risskov,1,3,privat,7950.0,2026-03-20,aarhusbolig,9400,12,4.8,165.6,3,0
52.0,3,Skejby,0,2,almen,5100.0,2025-09-22,aarhusbolig,6700,8,7.8,98.1,9,1
42.0,1,Vejlby,1,1,privat,4950.0,2024-10-18,aarhusbolig,9800,20,5.2,117.9,10,0
61.0,3,Trøjborg,0,4+,almen,6375.0,2024-12-11,aarhusbolig,7300,45,2.1,104.5,12,1
74.0,3,Risskov,0,2,almen,7950.0,2025-03-04,aarhusbolig,9400,12,4.8,107.4,3,1
21.0,1,Aarhus C,0,1,privat,4150.0,2024-06-13,aarhusbolig,8200,18,0.5,197.6,6,0
32.0,2,Trøjborg,0,3,almen,3025.0,2025-05-01,aarhusbolig,7300,45,2.1,94.5,5,1
80.0,3,Skejby,1,stuen,privat,10150.0,2025-01-25,aarhusbolig,6700,8,7.8,126.9,1,0
51.0,1,Aarhus C,0,3,privat,9225.0,2026-04-28,aarhusbolig,8200,18,0.5,180.9,4,0
47.0,3,Centrum,1,2,almen,5325.0,2024-09-27,aarhusbolig,6100,22,0.2,113.3,9,1
106.0,4,Centrum,0,1,privat,17650.0,2026-06-30,aarhusbolig,6100,22,0.2,166.5,6,0
84.0,3,Hasle,1,stuen,privat,9825.0,2025-09-22,aarhusbolig,10300,19,3.9,117.0,9,0
64.0,2,Centrum,0,1,almen,7625.0,2025-05-02,aarhusbolig,6100,22,0.2,119.1,5,1
55.0,2,Trøjborg,0,1,privat,7250.0,2025-09-09,aarhusbolig,7300,45,2.1,131.8,9,0
44.0,2,Centrum,1,1,almen,5200.0,2024-11-11,aarhusbolig,6100,22,0.2,118.2,11,1
91.0,3,Risskov,1,1,almen,9550.0,2025-10-09,aarhusbolig,9400,12,4.8,104.9,10,1
55.0,3,Aarhus C,0,2,privat,10800.0,2025-07-26,aarhusbolig,8200,18,0.5,196.4,7,0
23.0,1,Åbyhøj,1,stuen,privat,2950.0,2025-02-17,aarhusbolig,11200,15,3.5,128.3,2,0
45.0,1,Åbyhøj,1,3,almen,3275.0,2025-06-17,aarhusbolig,11200,15,3.5,72.8,6,1
60.0,2,Skejby,0,4+,almen,4825.0,2024-08-07,aarhusbolig,6700,8,7.8,80.4,8,1
52.0,2,Brabrand,0,1,privat,5575.0,2026-04-29,aarhusbolig,13100,24,5.5,107.2,4,0
117.0,4,Risskov,1,4+,privat,18075.0,2026-05-01,aarhusbolig,9400,12,4.8,154.5,5,0
57.0,2,Skejby,0,2,privat,8200.0,2024-10-23,aarhusbolig,6700,8,7.8,143.9,10,0
79.0,3,Vejlby,1,3,almen,5600.0,2026-01-31,aarhusbolig,9800,20,5.2,70.9,1,1
96.0,3,Centrum,0,2,almen,11400.0,2026-04-25,aarhusbolig,6100,22,0.2,118.8,4,1
79.0,3,Centrum,1,stuen,almen,7925.0,2025-11-27,aarhusbolig,6100,22,0.2,100.3,11,1
60.0,3,Brabrand,1,1,privat,7025.0,2026-07-25,aarhusbolig,13100,24,5.5,117.1,7,0
65.0,3,Aarhus C,0,4+,almen,8225.0,2025-09-06,aarhusbolig,8200,18,0.5,126.5,9,1
48.0,2,Brabrand,0,1,almen,3025.0,2025-10-10,aarhusbolig,13100,24,5.5,63.0,10,1
46.0,1,Trøjborg,0,2,privat,6075.0,2025-11-07,aarhusbolig,7300,45,2.1,132.1,11,0
46.0,1,Aarhus C,0,3,almen,4950.0,2025-09-25,aarhusbolig,8200,18,0.5,107.6,9,1
75.0,3,Viby,1,2,privat,7100.0,2026-01-16,aarhusbolig,15600,28,6.0,94.7,1,0
85.0,4,Åbyhøj,1,stuen,almen,6375.0,2026-05-16,aarhusbolig,11200,15,3.5,75.0,5,1
44.0,2,Risskov,0,4+,privat,6925.0,2025-08-27,aarhusbolig,9400,12,4.8,157.4,8,0
83.0,3,Åbyhøj,1,2,almen,7325.0,2025-03-23,aarhusbolig,11200,15,3.5,88.3,3,1
63.0,3,Viby,0,2,almen,5275.0,2025-05-21,aarhusbolig,15600,28,6.0,83.7,5,1
94.0,4,Aarhus C,1,stuen,privat,17800.0,2025-12-07,aarhusbolig,8200,18,0.5,189.4,12,0
73.0,3,Skejby,0,2,privat,9650.0,2024-11-05,aarhusbolig,6700,8,7.8,132.2,11,0
52.0,1,Risskov,0,3,privat,8375.0,2025-02-24,aarhusbolig,9400,12,4.8,161.1,2,0
57.0,2,Viby,0,2,privat,6325.0,2025-04-21,aarhusbolig,15600,28,6.0,111.0,4,0
88.0,3,Vejlby,0,3,privat,11375.0,2025-07-15,aarhusbolig,9800,20,5.2,129.3,7,0
47.0,1,Centrum,0,2,privat,9075.0,2026-06-16,aarhusbolig,6100,22,0.2,193.1,6,0
63.0,2,Viby,1,3,almen,4875.0,2026-05-31,aarhusbolig,15600,28,6.0,77.4,5,1
80.0,3,Hasle,1,1,privat,8775.0,2025-06-02,aarhusbolig,10300,19,3.9,109.7,6,0
42.0,2,Aarhus C,1,1,privat,6825.0,2026-07-20,aarhusbolig,8200,18,0.5,162.5,7,0
59.0,2,Risskov,0,1,privat,8850.0,2025-01-05,aarhusbolig,9400,12,4.8,150.0,1,0
28.0,1,Risskov,1,4+,privat,4050.0,2025-04-22,aarhusbolig,9400,12,4.8,144.6,4,0
57.0,2,Vejlby,1,3,privat,7325.0,2026-01-02,aarhusbolig,9800,20,5.2,128.5,1,0
64.0,2,Brabrand,0,2,privat,7050.0,2024-09-17,aarhusbolig,13100,24,5.5,110.2,9,0
48.0,2,Viby,1,1,almen,4000.0,2024-06-19,aarhusbolig,15600,28,6.0,83.3,6,1
102.0,4,Skejby,0,4+,privat,14200.0,2025-01-12,aarhusbolig,6700,8,7.8,139.2,1,0
49.0,2,Aarhus C,0,1,almen,5850.0,2025-12-06,aarhusbolig,8200,18,0.5,119.4,12,1
28.0,1,Aarhus C,0,3,privat,4850.0,2026-04-21,aarhusbolig,8200,18,0.5,173.2,4,0
87.0,3,Hasle,1,stuen,almen,5675.0,2024-11-27,aarhusbolig,10300,19,3.9,65.2,11,1
85.0,4,Centrum,0,2,almen,9375.0,2025-03-02,aarhusbolig,6100,22,0.2,110.3,3,1
70.0,2,Aarhus C,0,1,almen,7650.0,2025-05-21,aarhusbolig,8200,18,0.5,109.3,5,1
75.0,3,Trøjborg,1,3,almen,6050.0,2024-07-25,aarhusbolig,7300,45,2.1,80.7,7,1
64.0,2,Hasle,1,1,privat,7425.0,2025-11-26,aarhusbolig,10300,19,3.9,116.0,11,0
90.0,3,Aarhus C,1,4+,privat,16025.0,2024-07-15,aarhusbolig,8200,18,0.5,178.1,7,0
121.0,4,Aarhus C,0,2,privat,21575.0,2025-05-31,aarhusbolig,8200,18,0.5,178.3,5,0
48.0,2,Risskov,0,4+,privat,7500.0,2026-05-11,aarhusbolig,9400,12,4.8,156.2,5,0
54.0,2,Risskov,0,1,almen,4675.0,2025-10-16,aarhusbolig,9400,12,4.8,86.6,10,1
58.0,3,Vejlby,1,1,privat,7550.0,2025-12-09,aarhusbolig,9800,20,5.2,130.2,12,0
34.0,2,Åbyhøj,0,stuen,privat,4475.0,2024-10-31,aarhusbolig,11200,15,3.5,131.6,10,0
28.0,2,Hasle,0,2,almen,2200.0,2026-04-19,aarhusbolig,10300,19,3.9,78.6,4,1
88.0,4,Hasle,1,stuen,privat,10025.0,2025-08-16,aarhusbolig,10300,19,3.9,113.9,8,0
105.0,3,Viby,0,1,privat,12125.0,2025-03-15,aarhusbolig,15600,28,6.0,115.5,3,0
44.0,3,Viby,1,stuen,privat,5800.0,2025-08-15,aarhusbolig,15600,28,6.0,131.8,8,0
77.0,2,Vejlby,0,4+,privat,8750.0,2025-11-07,aarhusbolig,9800,20,5.2,113.6,11,0
92.0,3,Skejby,0,4+,privat,12525.0,2024-11-16,aarhusbolig,6700,8,7.8,136.1,11,0
55.0,1,Brabrand,1,1,privat,5800.0,2025-03-06,aarhusbolig,13100,24,5.5,105.5,3,0
61.0,2,Centrum,0,2,privat,10475.0,2025-07-21,aarhusbolig,6100,22,0.2,171.7,7,0
78.0,4,Viby,1,4+,privat,7800.0,2026-04-02,aarhusbolig,15600,28,6.0,100.0,4,0
62.0,2,Trøjborg,1,3,privat,8750.0,2026-07-04,aarhusbolig,7300,45,2.1,141.1,7,0
44.0,1,Brabrand,0,stuen,privat,4500.0,2025-06-03,aarhusbolig,13100,24,5.5,102.3,6,0
33.0,2,Vejlby,0,2,almen,2925.0,2024-08-05,aarhusbolig,9800,20,5.2,88.6,8,1
91.0,3,Aarhus C,0,1,almen,9975.0,2024-07-27,aarhusbolig,8200,18,0.5,109.6,7,1
39.0,2,Åbyhøj,1,2,privat,4850.0,2026-01-15,aarhusbolig,11200,15,3.5,124.4,1,0
62.0,2,Hasle,0,3,privat,7075.0,2026-01-09,aarhusbolig,10300,19,3.9,114.1,1,0
103.0,4,Risskov,1,1,almen,10025.0,2026-05-24,aarhusbolig,9400,12,4.8,97.3,5,1
45.0,1,Risskov,1,2,privat,7175.0,2025-10-06,aarhusbolig,9400,12,4.8,159.4,10,0
105.0,4,Aarhus C,0,2,privat,18825.0,2025-12-20,aarhusbolig,8200,18,0.5,179.3,12,0
29.0,1,Centrum,0,4+,privat,5350.0,2025-09-21,aarhusbolig,6100,22,0.2,184.5,9,0
50.0,2,Trøjborg,0,3,privat,6850.0,2024-10-13,aarhusbolig,7300,45,2.1,137.0,10,0
88.0,2,Åbyhøj,0,2,almen,6700.0,2024-08-30,aarhusbolig,11200,15,3.5,76.1,8,1
86.0,3,Brabrand,0,4+,privat,9375.0,2024-09-28,aarhusbolig,13100,24,5.5,109.0,9,0
54.0,2,Brabrand,1,3,privat,5750.0,2026-01-21,aarhusbolig,13100,24,5.5,106.5,1,0
60.0,2,Trøjborg,0,4+,almen,5000.0,2025-01-23,aarhusbolig,7300,45,2.1,83.3,1,1
78.0,3,Centrum,0,3,privat,13650.0,2025-04-18,aarhusbolig,6100,22,0.2,175.0,4,0
31.0,2,Aarhus C,1,1,privat,5725.0,2025-03-06,aarhusbolig,8200,18,0.5,184.7,3,0
53.0,2,Aarhus C,0,2,almen,5825.0,2025-06-01,aarhusbolig,8200,18,0.5,109.9,6,1
73.0,3,Centrum,0,2,privat,12750.0,2024-11-29,aarhusbolig,6100,22,0.2,174.7,11,0
90.0,3,Aarhus C,1,1,privat,15900.0,2025-12-26,aarhusbolig,8200,18,0.5,176.7,12,0
45.0,2,Viby,0,1,privat,5225.0,2025-11-03,aarhusbolig,15600,28,6.0,116.1,11,0
65.0,3,Aarhus C,0,4+,almen,7975.0,2025-10-22,aarhusbolig,8200,18,0.5,122.7,10,1
57.0,2,Hasle,0,4+,privat,7250.0,2024-11-24,aarhusbolig,10300,19,3.9,127.2,11,0
74.0,2,Vejlby,0,1,almen,5325.0,2026-03-17,aarhusbolig,9800,20,5.2,72.0,3,1
83.0,3,Viby,0,3,privat,8750.0,2026-05-24,aarhusbolig,15600,28,6.0,105.4,5,0
88.0,3,Skejby,0,4+,privat,12525.0,2025-11-11,aarhusbolig,6700,8,7.8,142.3,11,0
90.0,3,Centrum,0,3,privat,14950.0,2024-06-17,aarhusbolig,6100,22,0.2,166.1,6,0
54.0,2,Skejby,1,3,privat,7025.0,2025-12-22,aarhusbolig,6700,8,7.8,130.1,12,0
63.0,3,Hasle,1,4+,almen,5075.0,2024-11-14,aarhusbolig,10300,19,3.9,80.6,11,1
77.0,3,Vejlby,0,3,privat,9075.0,2025-11-12,aarhusbolig,9800,20,5.2,117.9,11,0
86.0,3,Centrum,0,3,privat,15025.0,2025-12-27,aarhusbolig,6100,22,0.2,174.7,12,0
81.0,3,Viby,1,3,privat,10025.0,2025-05-09,aarhusbolig,15600,28,6.0,123.8,5,0
77.0,2,Hasle,0,1,privat,9450.0,2025-04-06,aarhusbolig,10300,19,3.9,122.7,4,0
46.0,2,Vejlby,1,1,privat,5700.0,2025-05-19,aarhusbolig,9800,20,5.2,123.9,5,0
68.0,3,Risskov,1,2,almen,6100.0,2026-04-13,aarhusbolig,9400,12,4.8,89.7,4,1
73.0,2,Centrum,1,3,almen,7975.0,2026-02-26,aarhusbolig,6100,22,0.2,109.2,2,1
82.0,3,Centrum,1,2,privat,15550.0,2024-07-21,aarhusbolig,6100,22,0.2,189.6,7,0
70.0,3,Risskov,0,4+,almen,7650.0,2026-01-11,aarhusbolig,9400,12,4.8,109.3,1,1
72.0,2,Viby,0,stuen,privat,8475.0,2025-06-12,aarhusbolig,15600,28,6.0,117.7,6,0
65.0,3,Skejby,0,stuen,privat,9075.0,2024-12-24,aarhusbolig,6700,8,7.8,139.6,12,0
86.0,3,Brabrand,0,1,almen,5400.0,2026-04-15,aarhusbolig,13100,24,5.5,62.8,4,1
62.0,2,Centrum,1,2,privat,10700.0,2026-01-22,aarhusbolig,6100,22,0.2,172.6,1,0
88.0,3,Centrum,0,3,privat,16125.0,2025-08-19,aarhusbolig,6100,22,0.2,183.2,8,0
63.0,3,Aarhus C,1,2,almen,7325.0,2025-01-07,aarhusbolig,8200,18,0.5,116.3,1,1
70.0,3,Brabrand,0,stuen,privat,6425.0,2024-09-04,aarhusbolig,13100,24,5.5,91.8,9,0
32.0,1,Vejlby,0,stuen,privat,3725.0,2024-08-01,aarhusbolig,9800,20,5.2,116.4,8,0
93.0,4,Centrum,0,4+,privat,15400.0,2026-05-26,aarhusbolig,6100,22,0.2,165.6,5,0
101.0,3,Risskov,1,3,almen,10400.0,2024-10-28,aarhusbolig,9400,12,4.8,103.0,10,1
44.0,2,Aarhus C,1,3,privat,7600.0,2026-03-29,aarhusbolig,8200,18,0.5,172.7,3,0
29.0,1,Brabrand,1,1,almen,2200.0,2025-12-15,aarhusbolig,13100,24,5.5,75.9,12,1
50.0,2,Brabrand,1,ukendt,privat,5125.0,2025-03-16,lejeboligmatch,13100,24,5.5,102.5,3,0
100.0,3,Åbyhøj,0,ukendt,privat,13675.0,2024-11-23,lejeboligmatch,11200,15,3.5,136.8,11,0
98.0,4,Vejlby,0,ukendt,privat,12500.0,2025-06-21,lejeboligmatch,9800,20,5.2,127.6,6,0
74.0,2,Viby,0,ukendt,almen,2450.0,2025-10-11,lejeboligmatch,15600,28,6.0,33.1,10,1
33.0,1,Vejlby,1,ukendt,privat,3925.0,2024-10-23,lejeboligmatch,9800,20,5.2,118.9,10,0
27.0,1,Åbyhøj,1,ukendt,privat,3325.0,2025-06-29,lejeboligmatch,11200,15,3.5,123.1,6,0
70.0,5,Vejlby,0,ukendt,privat,14650.0,2026-01-18,lejeboligmatch,9800,20,5.2,209.3,1,0
70.0,2,Viby,0,ukendt,almen,4200.0,2025-11-30,lejeboligmatch,15600,28,6.0,60.0,11,1
67.0,4,Viby,0,ukendt,almen,4575.0,2025-05-18,lejeboligmatch,15600,28,6.0,68.3,5,1
81.0,4,Hasle,0,ukendt,privat,9450.0,2024-09-04,lejeboligmatch,10300,19,3.9,116.7,9,0
45.0,1,Vejlby,0,ukendt,privat,5125.0,2025-11-04,lejeboligmatch,9800,20,5.2,113.9,11,0
64.0,3,Hasle,1,ukendt,privat,8225.0,2024-10-18,lejeboligmatch,10300,19,3.9,128.5,10,0
40.0,1,Hasle,0,ukendt,almen,2875.0,2025-07-26,lejeboligmatch,10300,19,3.9,71.9,7,1
83.0,3,Brabrand,1,ukendt,almen,5475.0,2026-01-26,lejeboligmatch,13100,24,5.5,66.0,1,1
45.0,2,Trøjborg,1,ukendt,privat,6150.0,2024-09-16,lejeboligmatch,7300,45,2.1,136.7,9,0
69.0,3,Brabrand,0,ukendt,privat,8575.0,2025-02-24,lejeboligmatch,13100,24,5.5,124.3,2,0
93.0,3,Aarhus C,1,ukendt,almen,10175.0,2024-08-12,lejeboligmatch,8200,18,0.5,109.4,8,1
65.0,3,Hasle,1,ukendt,privat,7425.0,2026-07-22,lejeboligmatch,10300,19,3.9,114.2,7,0
88.0,3,Hasle,0,ukendt,privat,10025.0,2025-07-29,lejeboligmatch,10300,19,3.9,113.9,7,0
39.0,2,Risskov,0,ukendt,almen,3700.0,2026-01-27,lejeboligmatch,9400,12,4.8,94.9,1,1
39.0,1,Aarhus C,0,ukendt,privat,6550.0,2025-12-25,lejeboligmatch,8200,18,0.5,167.9,12,0
73.0,2,Risskov,1,ukendt,privat,10900.0,2025-04-14,lejeboligmatch,9400,12,4.8,149.3,4,0
63.0,2,Brabrand,0,ukendt,privat,6950.0,2025-05-09,lejeboligmatch,13100,24,5.5,110.3,5,0
34.0,2,Trøjborg,1,ukendt,almen,3600.0,2024-10-09,lejeboligmatch,7300,45,2.1,105.9,10,1
